LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M
40.99041,35.75761,2011,03,07,    1.33,   -4.00,   -1.09
40.99041,35.75761,2011,03,08,   -0.61,   -4.33,   -3.14
40.99041,35.75761,2011,03,09,    3.61,   -3.92,   -0.46
40.99041,35.75761,2011,03,10,    4.40,   -4.42,   -0.02
40.99041,35.75761,2011,03,11,    5.04,   -3.72,   -0.34
40.99041,35.75761,2011,03,12,    5.93,   -5.55,    0.02
40.99041,35.75761,2011,03,13,    9.48,   -3.45,    2.61
40.99041,35.75761,2011,03,14,   12.55,   -2.64,    4.45
40.99041,35.75761,2011,03,15,   15.35,   -1.33,    6.16
40.99041,35.75761,2011,03,16,   16.89,    1.21,    8.26
40.99041,35.75761,2011,03,17,   18.12,    1.80,   10.17
40.99041,35.75761,2011,03,18,   15.52,    6.84,   10.26
40.99041,35.75761,2011,03,19,   15.16,    4.96,    9.51
40.99041,35.75761,2011,03,20,   13.19,    4.27,    7.74
40.99041,35.75761,2011,03,21,    5.05,   -0.73,    2.27
40.99041,35.75761,2011,03,22,    4.53,   -2.06,    0.54
40.99041,35.75761,2011,03,23,    4.68,   -3.20,   -0.17
40.99041,35.75761,2011,03,24,    7.65,   -3.86,    1.80
40.99041,35.75761,2011,03,25,   11.62,   -2.41,    4.44
40.99041,35.75761,2011,03,26,   15.77,   -0.92,    6.74
40.99041,35.75761,2011,03,27,   15.72,    0.81,    8.42
40.99041,35.75761,2011,03,28,   13.33,    4.10,    8.32
40.99041,35.75761,2011,03,29,   15.03,    2.99,    9.30
40.99041,35.75761,2011,03,30,   16.20,    5.05,    9.76
40.99041,35.75761,2011,03,31,   15.35,    4.08,    9.46
40.99041,35.75761,2011,04,01,   15.17,    4.94,    9.45
40.99041,35.75761,2011,04,02,   18.56,    6.28,   11.10
40.99041,35.75761,2011,04,03,   17.19,    4.66,   10.93
40.99041,35.75761,2011,04,04,   14.64,    4.08,    8.81
40.99041,35.75761,2011,04,05,   11.03,    4.39,    7.32
40.99041,35.75761,2011,04,06,   11.23,    3.65,    6.42
40.99041,35.75761,2011,04,07,   11.74,    2.53,    6.44
40.99041,35.75761,2011,04,08,   16.30,    2.71,    8.95
40.99041,35.75761,2011,04,09,   15.34,    0.04,    7.62
40.99041,35.75761,2011,04,10,    9.66,    0.14,    4.39
40.99041,35.75761,2011,04,11,    6.01,   -3.28,    1.55
40.99041,35.75761,2011,04,12,    4.73,   -2.43,    1.13
40.99041,35.75761,2011,04,13,   11.31,   -3.35,    4.52
40.99041,35.75761,2011,04,14,   17.79,    2.35,   10.08
40.99041,35.75761,2011,04,15,   12.70,    4.40,    8.07
40.99041,35.75761,2011,04,16,   13.32,    3.41,    7.33
40.99041,35.75761,2011,04,17,   10.69,    2.65,    5.42
40.99041,35.75761,2011,04,18,   11.66,    2.61,    7.30
40.99041,35.75761,2011,04,19,   17.68,    5.73,   11.08
40.99041,35.75761,2011,04,20,   14.27,    2.66,    8.49
40.99041,35.75761,2011,04,21,    8.43,   -0.50,    3.86
40.99041,35.75761,2011,04,22,   11.60,   -0.77,    4.51
40.99041,35.75761,2011,04,23,   12.23,   -0.69,    5.79
40.99041,35.75761,2011,04,24,   13.42,    2.71,    6.95
40.99041,35.75761,2011,04,25,   10.25,    2.55,    5.67
40.99041,35.75761,2011,04,26,   14.77,    3.36,    8.23
40.99041,35.75761,2011,04,27,   20.17,    3.55,   12.21
40.99041,35.75761,2011,04,28,   21.46,    7.37,   13.84
40.99041,35.75761,2011,04,29,   14.33,    7.28,   10.42
40.99041,35.75761,2011,04,30,   17.24,    6.53,   11.19
40.99041,35.75761,2011,05,01,   18.57,    7.31,   12.80
40.99041,35.75761,2011,05,02,   17.48,    9.14,   13.31
40.99041,35.75761,2011,05,03,   20.30,    7.57,   14.31
40.99041,35.75761,2011,05,04,   23.16,   10.03,   16.28
40.99041,35.75761,2011,05,05,   15.62,    9.10,   12.49
40.99041,35.75761,2011,05,06,   13.72,    3.48,    9.24
40.99041,35.75761,2011,05,07,   10.82,    0.43,    5.16
40.99041,35.75761,2011,05,08,   15.98,   -1.34,    7.52
40.99041,35.75761,2011,05,09,   16.44,    3.72,    9.59
40.99041,35.75761,2011,05,10,   15.47,    3.44,    8.55
40.99041,35.75761,2011,05,11,   17.36,    4.92,    9.62
40.99041,35.75761,2011,05,12,   16.98,    3.36,    9.78
40.99041,35.75761,2011,05,13,   14.22,    6.91,    9.99
40.99041,35.75761,2011,05,14,   12.72,    6.68,    9.66
40.99041,35.75761,2011,05,15,   14.98,    6.95,   10.62
40.99041,35.75761,2011,05,16,   21.04,    5.47,   14.21
40.99041,35.75761,2011,05,17,   23.75,    9.56,   16.22
40.99041,35.75761,2011,05,18,   23.43,   10.70,   16.50
40.99041,35.75761,2011,05,19,   21.15,   10.88,   16.34
40.99041,35.75761,2011,05,20,   17.05,   10.28,   13.88
40.99041,35.75761,2011,05,21,   16.36,    9.78,   12.82
40.99041,35.75761,2011,05,22,   15.61,    9.86,   12.36
40.99041,35.75761,2011,05,23,   19.99,    9.66,   14.21
40.99041,35.75761,2011,05,24,   21.92,    9.27,   15.37
40.99041,35.75761,2011,05,25,   21.57,    9.74,   15.63
40.99041,35.75761,2011,05,26,   21.99,   10.10,   15.72
40.99041,35.75761,2011,05,27,   21.70,   10.02,   15.18
40.99041,35.75761,2011,05,28,   19.13,    9.64,   14.44
40.99041,35.75761,2011,05,29,   21.83,   11.10,   16.16
40.99041,35.75761,2011,05,30,   23.47,   11.50,   17.10
40.99041,35.75761,2011,05,31,   24.31,   11.65,   17.74
40.99041,35.75761,2011,06,01,   25.64,   12.98,   18.11
40.99041,35.75761,2011,06,02,   20.46,   12.14,   16.17
40.99041,35.75761,2011,06,03,   19.19,   12.17,   15.69
40.99041,35.75761,2011,06,04,   20.55,   12.22,   15.81
40.99041,35.75761,2011,06,05,   23.25,   11.37,   16.86
40.99041,35.75761,2011,06,06,   23.36,   11.21,   16.65
40.99041,35.75761,2011,06,07,   25.20,   10.63,   17.63
40.99041,35.75761,2011,06,08,   26.94,   12.63,   19.39
40.99041,35.75761,2011,06,09,   28.76,   12.35,   21.66
40.99041,35.75761,2011,06,10,   24.78,   13.98,   19.24
40.99041,35.75761,2011,06,11,   16.74,   12.80,   14.56
40.99041,35.75761,2011,06,12,   22.50,   11.74,   16.83
40.99041,35.75761,2011,06,13,   21.24,   12.07,   15.92
40.99041,35.75761,2011,06,14,   21.66,   11.50,   16.27
40.99041,35.75761,2011,06,15,   22.77,   12.53,   17.38
40.99041,35.75761,2011,06,16,   25.47,   11.83,   18.29
40.99041,35.75761,2011,06,17,   23.63,   13.28,   17.92
40.99041,35.75761,2011,06,18,   22.22,   12.34,   17.16
40.99041,35.75761,2011,06,19,   22.64,   12.29,   17.65
40.99041,35.75761,2011,06,20,   26.61,   11.60,   19.32
40.99041,35.75761,2011,06,21,   23.60,   12.19,   17.49
40.99041,35.75761,2011,06,22,   22.76,   10.63,   16.11
40.99041,35.75761,2011,06,23,   23.13,    9.98,   16.04
40.99041,35.75761,2011,06,24,   24.09,    9.15,   16.36
40.99041,35.75761,2011,06,25,   28.41,    9.13,   18.66
40.99041,35.75761,2011,06,26,   24.82,   11.07,   16.81
40.99041,35.75761,2011,06,27,   20.73,    9.32,   14.87
40.99041,35.75761,2011,06,28,   20.42,    9.27,   14.41
40.99041,35.75761,2011,06,29,   25.28,    8.64,   16.75
40.99041,35.75761,2011,06,30,   22.34,   11.89,   16.31
40.99041,35.75761,2011,07,01,   25.93,   11.35,   18.79
40.99041,35.75761,2011,07,02,   26.48,   13.45,   19.56
40.99041,35.75761,2011,07,03,   28.33,   12.98,   20.50
40.99041,35.75761,2011,07,04,   29.12,   15.02,   21.30
40.99041,35.75761,2011,07,05,   25.18,   13.46,   18.54
40.99041,35.75761,2011,07,06,   30.75,   12.57,   21.48
40.99041,35.75761,2011,07,07,   27.79,   14.99,   20.39
40.99041,35.75761,2011,07,08,   27.76,   13.61,   20.19
40.99041,35.75761,2011,07,09,   28.36,   13.70,   20.46
40.99041,35.75761,2011,07,10,   27.48,   12.30,   19.88
40.99041,35.75761,2011,07,11,   27.50,   13.66,   20.36
40.99041,35.75761,2011,07,12,   26.67,   14.25,   20.10
40.99041,35.75761,2011,07,13,   27.68,   14.30,   20.93
40.99041,35.75761,2011,07,14,   27.19,   16.41,   21.05
40.99041,35.75761,2011,07,15,   27.62,   15.96,   21.46
40.99041,35.75761,2011,07,16,   24.67,   15.37,   19.91
40.99041,35.75761,2011,07,17,   27.78,   14.62,   21.28
40.99041,35.75761,2011,07,18,   29.47,   16.51,   22.57
40.99041,35.75761,2011,07,19,   25.49,   16.92,   20.83
40.99041,35.75761,2011,07,20,   28.80,   15.60,   22.01
40.99041,35.75761,2011,07,21,   34.36,   15.87,   26.00
40.99041,35.75761,2011,07,22,   28.32,   16.38,   22.40
40.99041,35.75761,2011,07,23,   26.65,   14.52,   20.07
40.99041,35.75761,2011,07,24,   29.55,   14.17,   21.30
40.99041,35.75761,2011,07,25,   35.00,   15.89,   25.15
40.99041,35.75761,2011,07,26,   36.01,   16.98,   26.44
40.99041,35.75761,2011,07,27,   34.42,   17.97,   25.54
40.99041,35.75761,2011,07,28,   31.24,   16.06,   23.30
40.99041,35.75761,2011,07,29,   34.20,   18.31,   25.46
40.99041,35.75761,2011,07,30,   37.12,   20.41,   27.63
40.99041,35.75761,2011,07,31,   32.55,   18.75,   24.62
40.99041,35.75761,2011,08,01,   32.88,   17.59,   24.19
40.99041,35.75761,2011,08,02,   29.36,   16.79,   22.32
40.99041,35.75761,2011,08,03,   27.64,   16.17,   21.01
40.99041,35.75761,2011,08,04,   27.48,   15.69,   20.83
40.99041,35.75761,2011,08,05,   27.06,   13.90,   19.53
40.99041,35.75761,2011,08,06,   25.76,   12.69,   18.58
40.99041,35.75761,2011,08,07,   26.55,   13.17,   18.84
40.99041,35.75761,2011,08,08,   28.95,   12.23,   19.45
40.99041,35.75761,2011,08,09,   30.22,   12.33,   20.60
40.99041,35.75761,2011,08,10,   30.73,   13.84,   21.48
40.99041,35.75761,2011,08,11,   32.97,   16.15,   22.90
40.99041,35.75761,2011,08,12,   25.18,   15.85,   19.71
40.99041,35.75761,2011,08,13,   26.24,   15.04,   20.25
40.99041,35.75761,2011,08,14,   28.22,   15.40,   21.35
40.99041,35.75761,2011,08,15,   30.42,   16.31,   22.38
40.99041,35.75761,2011,08,16,   29.93,   15.55,   21.86
40.99041,35.75761,2011,08,17,   29.00,   14.15,   21.05
40.99041,35.75761,2011,08,18,   28.04,   14.06,   20.56
40.99041,35.75761,2011,08,19,   25.76,   13.84,   19.02
40.99041,35.75761,2011,08,20,   25.07,   12.40,   18.01
40.99041,35.75761,2011,08,21,   26.66,   12.29,   18.46
40.99041,35.75761,2011,08,22,   26.73,   13.08,   18.77
40.99041,35.75761,2011,08,23,   25.68,   12.99,   18.36
40.99041,35.75761,2011,08,24,   25.68,   12.31,   17.99
40.99041,35.75761,2011,08,25,   25.75,   12.15,   17.95
40.99041,35.75761,2011,08,26,   25.40,   12.79,   18.46
40.99041,35.75761,2011,08,27,   26.31,   12.66,   18.41
40.99041,35.75761,2011,08,28,   26.90,   11.99,   18.42
40.99041,35.75761,2011,08,29,   32.40,   12.94,   21.10
40.99041,35.75761,2011,08,30,   34.70,   15.10,   23.31
40.99041,35.75761,2011,08,31,   28.93,   16.21,   21.12
40.99041,35.75761,2011,09,01,   27.53,   14.83,   20.31
40.99041,35.75761,2011,09,02,   27.16,   13.48,   19.42
40.99041,35.75761,2011,09,03,   24.42,   12.30,   18.25
40.99041,35.75761,2011,09,04,   24.47,   11.36,   16.94
40.99041,35.75761,2011,09,05,   25.63,   12.08,   17.69
40.99041,35.75761,2011,09,06,   24.60,   10.01,   16.72
40.99041,35.75761,2011,09,07,   24.86,    9.13,   15.95
40.99041,35.75761,2011,09,08,   27.86,   10.33,   17.90
40.99041,35.75761,2011,09,09,   30.34,   11.87,   20.07
40.99041,35.75761,2011,09,10,   24.51,   13.35,   17.62
40.99041,35.75761,2011,09,11,   23.74,   10.30,   16.37
40.99041,35.75761,2011,09,12,   25.70,    9.25,   16.27
40.99041,35.75761,2011,09,13,   26.81,   10.61,   17.40
40.99041,35.75761,2011,09,14,   26.67,   10.44,   17.35
40.99041,35.75761,2011,09,15,   26.86,   10.06,   17.43
40.99041,35.75761,2011,09,16,   26.84,   12.15,   18.34
40.99041,35.75761,2011,09,17,   25.89,   11.93,   18.12
40.99041,35.75761,2011,09,18,   23.89,   11.23,   16.76
40.99041,35.75761,2011,09,19,   27.16,   10.13,   17.34
40.99041,35.75761,2011,09,20,   26.71,   12.14,   18.06
40.99041,35.75761,2011,09,21,   29.45,   11.80,   19.39
40.99041,35.75761,2011,09,22,   25.98,   13.15,   18.54
40.99041,35.75761,2011,09,23,   20.83,   13.31,   16.72
40.99041,35.75761,2011,09,24,   22.36,   10.60,   15.35
40.99041,35.75761,2011,09,25,   21.40,    8.69,   14.19
40.99041,35.75761,2011,09,26,   18.77,    9.54,   13.16
40.99041,35.75761,2011,09,27,   20.29,    9.58,   13.34
40.99041,35.75761,2011,09,28,   22.08,    9.29,   14.13
40.99041,35.75761,2011,09,29,   22.33,    9.28,   13.87
40.99041,35.75761,2011,09,30,   13.68,    6.90,   10.57
40.99041,35.75761,2011,10,01,   16.35,    6.60,   10.34
40.99041,35.75761,2011,10,02,   21.11,    4.19,   12.60
40.99041,35.75761,2011,10,03,   16.68,    6.75,   10.69
40.99041,35.75761,2011,10,04,   19.97,    6.47,   11.52
40.99041,35.75761,2011,10,05,   21.92,    5.07,   12.67
40.99041,35.75761,2011,10,06,   23.29,    9.35,   14.86
40.99041,35.75761,2011,10,07,   25.10,    9.25,   16.76
40.99041,35.75761,2011,10,08,   24.89,    9.37,   16.38
40.99041,35.75761,2011,10,09,   25.63,    9.58,   17.59
40.99041,35.75761,2011,10,10,   22.18,   13.16,   17.10
40.99041,35.75761,2011,10,11,   31.14,   11.74,   20.39
40.99041,35.75761,2011,10,12,   22.01,   11.10,   16.11
40.99041,35.75761,2011,10,13,   18.16,    9.64,   13.03
40.99041,35.75761,2011,10,14,   19.91,    8.41,   12.66
40.99041,35.75761,2011,10,15,   17.36,    7.28,   10.68
40.99041,35.75761,2011,10,16,   14.14,    6.25,    9.04
40.99041,35.75761,2011,10,17,   17.13,    7.51,   11.81
40.99041,35.75761,2011,10,18,   15.54,    2.50,   10.16
40.99041,35.75761,2011,10,19,   11.52,    0.79,    5.57
40.99041,35.75761,2011,10,20,   13.18,    0.25,    6.15
40.99041,35.75761,2011,10,21,   17.67,    1.16,    8.43
40.99041,35.75761,2011,10,22,   13.51,    3.47,    7.87
40.99041,35.75761,2011,10,23,   14.70,    6.00,    8.81
40.99041,35.75761,2011,10,24,   13.06,    5.07,    7.96
40.99041,35.75761,2011,10,25,   11.27,    5.70,    7.91
40.99041,35.75761,2011,10,26,   10.33,    2.23,    6.06
40.99041,35.75761,2011,10,27,    9.83,    1.80,    4.55
40.99041,35.75761,2011,10,28,   10.55,    2.88,    5.36
40.99041,35.75761,2011,10,29,   10.71,    1.39,    4.73
40.99041,35.75761,2011,10,30,    9.32,    2.54,    4.79
40.99041,35.75761,2011,10,31,   11.07,    1.46,    4.65
40.99041,35.75761,2011,11,01,   13.77,   -0.36,    5.84
40.99041,35.75761,2011,11,02,   10.95,    3.49,    6.05
40.99041,35.75761,2011,11,03,    7.87,    3.04,    4.90
40.99041,35.75761,2011,11,04,    8.05,    4.02,    5.46
40.99041,35.75761,2011,11,05,    9.83,    3.53,    5.40
40.99041,35.75761,2011,11,06,    8.97,    1.31,    4.42
40.99041,35.75761,2011,11,07,    6.05,   -3.29,    0.83
40.99041,35.75761,2011,11,08,    7.59,   -4.75,    0.67
40.99041,35.75761,2011,11,09,   13.68,   -2.70,    4.09
40.99041,35.75761,2011,11,10,    7.27,    0.58,    2.74
40.99041,35.75761,2011,11,11,    5.46,   -1.61,    1.31
40.99041,35.75761,2011,11,12,    2.43,   -3.72,   -1.33
40.99041,35.75761,2011,11,13,    3.07,   -3.44,   -1.08
40.99041,35.75761,2011,11,14,    4.20,   -3.27,   -0.81
40.99041,35.75761,2011,11,15,    5.59,   -3.36,    0.49
40.99041,35.75761,2011,11,16,    5.03,    0.04,    1.86
40.99041,35.75761,2011,11,17,    4.82,   -0.68,    1.45
40.99041,35.75761,2011,11,18,    4.81,   -0.14,    1.43
40.99041,35.75761,2011,11,19,    5.94,   -0.47,    1.99
40.99041,35.75761,2011,11,20,    7.52,    0.48,    2.68
40.99041,35.75761,2011,11,21,    7.58,   -1.51,    1.85
40.99041,35.75761,2011,11,22,    8.81,   -3.42,    1.70
40.99041,35.75761,2011,11,23,    6.51,   -1.37,    1.70
40.99041,35.75761,2011,11,24,    2.53,   -5.12,   -1.08
40.99041,35.75761,2011,11,25,    2.97,   -4.86,   -2.26
40.99041,35.75761,2011,11,26,    4.89,   -4.89,   -0.79
40.99041,35.75761,2011,11,27,    4.49,   -2.95,    0.00
40.99041,35.75761,2011,11,28,    6.02,   -2.58,    0.47
40.99041,35.75761,2011,11,29,    5.25,   -3.05,    0.42
40.99041,35.75761,2011,11,30,    5.57,   -3.62,   -0.14
40.99041,35.75761,2011,12,01,    5.35,   -3.02,   -0.09
40.99041,35.75761,2011,12,02,    5.55,   -3.25,    0.33
40.99041,35.75761,2011,12,03,    7.03,   -4.41,   -0.06
40.99041,35.75761,2011,12,04,    9.15,   -3.37,    1.06
40.99041,35.75761,2011,12,05,   10.38,   -1.94,    2.06
40.99041,35.75761,2011,12,06,   10.97,   -0.97,    2.86
40.99041,35.75761,2011,12,07,   10.31,    0.75,    4.17
40.99041,35.75761,2011,12,08,    6.53,   -0.11,    2.82
40.99041,35.75761,2011,12,09,    2.70,   -2.56,   -0.29
40.99041,35.75761,2011,12,10,    2.99,   -5.19,   -2.23
40.99041,35.75761,2011,12,11,    4.49,   -4.89,   -1.26
40.99041,35.75761,2011,12,12,    7.97,   -3.36,    0.94
40.99041,35.75761,2011,12,13,   10.08,   -1.26,    3.01
40.99041,35.75761,2011,12,14,    9.26,    0.64,    3.81
40.99041,35.75761,2011,12,15,   10.84,   -0.53,    3.88
40.99041,35.75761,2011,12,16,    9.58,   -1.78,    2.94
40.99041,35.75761,2011,12,17,    7.98,    1.36,    3.74
40.99041,35.75761,2011,12,18,   12.88,    2.09,    5.93
40.99041,35.75761,2011,12,19,   11.97,    1.51,    5.24
40.99041,35.75761,2011,12,20,   13.30,    0.62,    5.67
40.99041,35.75761,2011,12,21,   10.36,    3.33,    6.52
40.99041,35.75761,2011,12,22,   11.53,    1.56,    5.37
40.99041,35.75761,2011,12,23,   10.42,    1.45,    4.49
40.99041,35.75761,2011,12,24,    2.70,   -2.39,    0.75
40.99041,35.75761,2011,12,25,    0.53,   -3.89,   -2.08
40.99041,35.75761,2011,12,26,    1.86,   -3.99,   -1.92
40.99041,35.75761,2011,12,27,    2.65,   -5.27,   -1.85
40.99041,35.75761,2011,12,28,    3.16,   -5.73,   -1.90
40.99041,35.75761,2011,12,29,    4.10,   -4.48,   -1.27
40.99041,35.75761,2011,12,30,    5.61,   -4.95,   -0.63
40.99041,35.75761,2011,12,31,    6.17,   -1.52,    0.82
40.99041,35.75761,2012,01,01,    7.70,   -0.68,    1.68
40.99041,35.75761,2012,01,02,    2.04,   -4.73,   -1.22
40.99041,35.75761,2012,01,03,    4.21,   -5.41,   -1.72
40.99041,35.75761,2012,01,04,    6.77,   -4.08,    0.07
40.99041,35.75761,2012,01,05,    7.78,   -2.27,    1.31
40.99041,35.75761,2012,01,06,    8.17,   -1.42,    1.77
40.99041,35.75761,2012,01,07,    9.86,   -0.50,    3.37
40.99041,35.75761,2012,01,08,    8.61,   -0.11,    3.34
40.99041,35.75761,2012,01,09,    5.63,   -2.66,    1.20
40.99041,35.75761,2012,01,10,    1.93,   -3.47,   -0.68
40.99041,35.75761,2012,01,11,    5.13,   -1.04,    0.87
40.99041,35.75761,2012,01,12,    2.34,   -2.83,   -0.54
40.99041,35.75761,2012,01,13,    3.10,   -5.14,   -1.84
40.99041,35.75761,2012,01,14,    3.68,   -5.16,   -1.49
40.99041,35.75761,2012,01,15,   -0.10,   -4.82,   -2.23
40.99041,35.75761,2012,01,16,   -1.56,  -13.06,   -5.59
40.99041,35.75761,2012,01,17,   -3.42,  -15.36,   -9.78
40.99041,35.75761,2012,01,18,   -5.78,  -16.54,  -12.35
40.99041,35.75761,2012,01,19,   -5.56,  -16.24,  -11.86
40.99041,35.75761,2012,01,20,   -5.53,  -16.56,  -11.43
40.99041,35.75761,2012,01,21,    0.83,  -12.42,   -3.96
40.99041,35.75761,2012,01,22,    0.44,   -3.49,   -1.54
40.99041,35.75761,2012,01,23,    1.10,   -8.68,   -4.46
40.99041,35.75761,2012,01,24,    2.62,   -9.13,   -3.00
40.99041,35.75761,2012,01,25,    2.98,   -3.92,   -0.01
40.99041,35.75761,2012,01,26,    5.24,   -1.46,    1.42
40.99041,35.75761,2012,01,27,    2.75,   -1.52,    0.28
40.99041,35.75761,2012,01,28,   -1.25,   -6.48,   -4.16
40.99041,35.75761,2012,01,29,   -1.74,   -7.99,   -5.36
40.99041,35.75761,2012,01,30,   -2.50,   -9.72,   -6.37
40.99041,35.75761,2012,01,31,   -6.12,  -12.89,   -8.10
40.99041,35.75761,2012,02,01,   -5.65,  -15.13,  -10.56
40.99041,35.75761,2012,02,02,   -3.11,  -13.10,   -7.78
40.99041,35.75761,2012,02,03,    2.76,   -9.10,   -3.12
40.99041,35.75761,2012,02,04,    6.86,   -5.00,   -0.11
40.99041,35.75761,2012,02,05,    7.61,   -4.33,    0.39
40.99041,35.75761,2012,02,06,    7.91,   -4.25,    0.58
40.99041,35.75761,2012,02,07,    5.19,   -2.29,    0.12
40.99041,35.75761,2012,02,08,   -0.96,  -10.00,   -5.27
40.99041,35.75761,2012,02,09,   -2.68,  -10.88,   -6.99
40.99041,35.75761,2012,02,10,   -3.96,   -8.40,   -6.75
40.99041,35.75761,2012,02,11,   -1.63,  -11.10,   -6.40
40.99041,35.75761,2012,02,12,    3.30,  -11.33,   -4.51
40.99041,35.75761,2012,02,13,    5.45,   -7.53,   -2.14
40.99041,35.75761,2012,02,14,    7.19,   -3.89,    0.91
40.99041,35.75761,2012,02,15,    7.64,   -2.21,    1.57
40.99041,35.75761,2012,02,16,    2.97,   -3.26,   -0.42
40.99041,35.75761,2012,02,17,    0.46,   -2.18,   -1.07
40.99041,35.75761,2012,02,18,   -1.17,   -5.21,   -3.47
40.99041,35.75761,2012,02,19,   -0.76,   -6.74,   -4.11
40.99041,35.75761,2012,02,20,    0.84,   -9.08,   -4.69
40.99041,35.75761,2012,02,21,    1.93,  -12.25,   -5.45
40.99041,35.75761,2012,02,22,    4.73,   -7.87,   -2.12
40.99041,35.75761,2012,02,23,    5.20,   -6.79,   -1.49
40.99041,35.75761,2012,02,24,    5.62,   -6.25,   -0.70
40.99041,35.75761,2012,02,25,    4.65,   -3.59,    0.16
40.99041,35.75761,2012,02,26,    7.30,   -1.82,    1.55
40.99041,35.75761,2012,02,27,    7.64,   -0.44,    2.22
40.99041,35.75761,2012,02,28,    5.92,   -3.91,    0.57
40.99041,35.75761,2012,02,29,   -1.87,   -5.17,   -4.04
40.99041,35.75761,2012,03,01,   -1.71,   -5.83,   -4.02
40.99041,35.75761,2012,03,02,   -1.00,   -5.79,   -3.88
40.99041,35.75761,2012,03,03,    2.02,   -5.56,   -2.07
40.99041,35.75761,2012,03,04,    0.06,   -7.55,   -4.08
40.99041,35.75761,2012,03,05,    0.74,   -9.27,   -4.23
40.99041,35.75761,2012,03,06,    2.18,   -5.92,   -2.81
40.99041,35.75761,2012,03,07,    2.64,   -5.89,   -2.89
40.99041,35.75761,2012,03,08,    6.36,   -6.86,   -0.28
40.99041,35.75761,2012,03,09,    2.51,   -3.41,   -0.67
40.99041,35.75761,2012,03,10,    2.25,   -4.52,   -2.02
40.99041,35.75761,2012,03,11,    6.64,   -5.60,    0.52
40.99041,35.75761,2012,03,12,   10.97,   -1.01,    3.68
40.99041,35.75761,2012,03,13,    5.69,   -0.94,    1.52
40.99041,35.75761,2012,03,14,    3.42,   -2.65,    0.12
40.99041,35.75761,2012,03,15,    2.81,   -5.50,   -1.12
40.99041,35.75761,2012,03,16,   -1.15,   -5.62,   -3.85
40.99041,35.75761,2012,03,17,    1.72,   -5.70,   -2.57
40.99041,35.75761,2012,03,18,    8.82,   -4.81,    1.27
40.99041,35.75761,2012,03,19,   13.00,   -1.82,    5.16
40.99041,35.75761,2012,03,20,   15.19,   -0.32,    7.05
40.99041,35.75761,2012,03,21,   11.42,   -0.32,    4.38
40.99041,35.75761,2012,03,22,    9.43,   -1.32,    3.57
40.99041,35.75761,2012,03,23,    9.48,   -0.83,    3.63
40.99041,35.75761,2012,03,24,   14.49,   -1.21,    6.66
40.99041,35.75761,2012,03,25,   15.06,    2.20,    7.74
40.99041,35.75761,2012,03,26,   15.69,   -0.29,    6.80
40.99041,35.75761,2012,03,27,    4.20,   -3.18,   -0.25
40.99041,35.75761,2012,03,28,    2.90,   -3.30,    0.01
40.99041,35.75761,2012,03,29,    9.29,   -1.78,    2.95
40.99041,35.75761,2012,03,30,   12.99,   -1.78,    5.62
40.99041,35.75761,2012,03,31,    8.68,   -0.31,    4.61
40.99041,35.75761,2012,04,01,   14.35,   -0.90,    7.10
40.99041,35.75761,2012,04,02,    5.08,   -2.36,    2.36
40.99041,35.75761,2012,04,03,   15.61,   -2.43,    6.50
40.99041,35.75761,2012,04,04,   19.78,    2.05,   11.57
40.99041,35.75761,2012,04,05,   22.22,    4.99,   14.03
40.99041,35.75761,2012,04,06,   21.05,    9.08,   14.63
40.99041,35.75761,2012,04,07,   18.59,    7.10,   13.10
40.99041,35.75761,2012,04,08,   19.99,    6.50,   13.69
40.99041,35.75761,2012,04,09,   20.66,    6.92,   13.62
40.99041,35.75761,2012,04,10,   17.17,    5.15,    9.80
40.99041,35.75761,2012,04,11,   12.56,    4.01,    7.54
40.99041,35.75761,2012,04,12,   14.07,    4.13,    8.12
40.99041,35.75761,2012,04,13,   17.80,    2.97,   11.30
40.99041,35.75761,2012,04,14,   23.37,    5.34,   14.29
40.99041,35.75761,2012,04,15,   19.58,   10.03,   14.12
40.99041,35.75761,2012,04,16,   16.10,    7.89,   11.80
40.99041,35.75761,2012,04,17,   20.53,    4.79,   13.40
40.99041,35.75761,2012,04,18,   24.92,    7.31,   15.59
40.99041,35.75761,2012,04,19,   16.36,    6.64,   11.38
40.99041,35.75761,2012,04,20,   19.21,    4.35,   12.56
40.99041,35.75761,2012,04,21,   21.67,    6.20,   13.86
40.99041,35.75761,2012,04,22,   15.16,    7.31,   10.91
40.99041,35.75761,2012,04,23,   18.62,    5.95,   11.66
40.99041,35.75761,2012,04,24,   21.48,    6.87,   14.42
40.99041,35.75761,2012,04,25,   22.34,    9.94,   15.87
40.99041,35.75761,2012,04,26,   23.93,    8.28,   15.26
40.99041,35.75761,2012,04,27,   22.71,    8.35,   14.51
40.99041,35.75761,2012,04,28,   22.08,    7.75,   14.46
40.99041,35.75761,2012,04,29,   23.06,    7.99,   14.82
40.99041,35.75761,2012,04,30,   23.23,    8.46,   15.28
40.99041,35.75761,2012,05,01,   23.34,    9.37,   15.30
40.99041,35.75761,2012,05,02,   22.95,    8.67,   15.07
40.99041,35.75761,2012,05,03,   19.51,    9.17,   13.82
40.99041,35.75761,2012,05,04,   22.43,    8.55,   15.59
40.99041,35.75761,2012,05,05,   18.62,   10.86,   14.56
40.99041,35.75761,2012,05,06,   15.35,   10.54,   12.75
40.99041,35.75761,2012,05,07,   16.47,    9.56,   12.94
